inputs,labels
"The club has not been able to buy players since January this year after breaching Financial Fair Play rules. The news came the day after the club removed Russell Slade from his position as manager to take up a new role as the club's head of football. Slade will be in charge of the team for the last time when they play their final match of the season against Birmingham City at home on Saturday. The sanction will be lifted after the game, and means the club can start looking at potential summer recruits with the transfer window due to open on 10 June. Chief executive Ken Choo insisted the club would not rush appointing Slade's replacement. We will take our time - we need to get the right person into the role, he said.",Cardiff City's transfer embargo has been lifted by the Football League.
"Three houses were searched in Lisburn, Belfast and Antrim in connection with the seizure. A man interviewed by police was later released, pending further enquiries. Detectives worked alongside officers from the National Crime Agency in the operation.","Police say they have seized herbal cannabis worth £100,000 that was destined for Northern Ireland."
"Raheem Wilks, 19, was the brother of Leeds United's Mallik Wilks. He was shot near Too Sharps on Gathorne Terrace, Harehills, on 26 January. His coffin was taken to St Aidan's Church, Harehills, by horse-drawn hearse. Two men have been charged with his murder and are due to stand trial in October. Read more about this and other stories from Leeds and West Yorkshire The Rev Andi Hofbauer, who led the service, said Raheem loved life and was a bit of a joker, bit of a clown. They [his family] described him as fearless. He desperately wanted to be popular and was well-loved amongst his family and friends. She said the service featured favourite songs chosen by his family and the hymns Amazing Grace and How Great Thou Art. Following the service, during which his brother Malik delivered the eulogy, Raheem was buried at Killingbeck Cemetery.",Hundreds of people have attended the funeral of a teenager shot and killed outside a barber's shop in Leeds.
"The teenager was a passenger in a Fiat Punto which crashed with a Mini Cooper near Cockermouth. The 18-year-old driver of the Punto and the 23-year-old Mini driver are both in a serious condition in hospital, Cumbria Police said. The road between Tallentire and Gilcrux was closed from 17:15 GMT until midnight.",A 17-year-old girl has died and two men were seriously injured after a Christmas Eve car crash in Cumbria.
"A suspicious package was discovered in Harewood Street, near the Victoria Gate shopping centre, at about 08:40 GMT. Nearby buildings were evacuated until Army bomb disposal experts were able to declare the item safe at about midday. West Yorkshire Police said a 35-year-old man arrested in connection with the incident was being held in custody. Ch Supt Paul Money said: Clearly this caused significant disruption to people living and working in the city centre and to local businesses and we would like to thank everyone for their patience and support during this incident.",A man has been arrested in connection with a bomb hoax that led to a large area of Leeds city centre being cordoned off.
"The Ministry of Justice announced a new formula for calculating compensation payments for those who suffer long-term injuries, which means insurers will have to increase payouts. As a result, Direct Line said profits for 2016 had fallen 30% to £353m. However, it said it had seen strong growth in home and car insurance. While the changes to compensation calculations affected Direct Line's results for 2016, the company added that it did not expect any material residual impact on 2017 profit as a result of the reform. When the change to the payout formula was announced, a number of insurance companies said their profits would be hit. The Ministry of Justice said it was reducing what is known as the discount rate from 2.5% to minus 0.75%. The move will result in more money for the victims of accidents, and so increase costs for insurance companies.",Insurance company Direct Line has said last week's changes to the way accident victims are compensated has dented pre-tax profits by £217m.
the usa vs. the us,"""United States"" may be used to refer to the federal government, while ""United States of America"" refers to the fifty states of the Union. 
In everyday usage, however, they are interchangeable, though U.S. is more common than U.S.A., and US (without period) is more common than both."
Now the market is occupied by lots of cars with varying comforts . ,Now the market is occupied by lots of cars with varying comforts . 
22 November 2015 Last updated at 05:46 GMT Zimasa Mabela broke new ground when she took charge of a de-mining ship based in Cape Town last month. The 38-year-old mother of two says she wants to be judged on her ability to command and not her gender. The BBC's Nomsa Maseko spent the day with her on her ship. Our 100 Women season showcases two weeks of inspirational stories about the BBC 100 Women and others who defy stereotypes around the world. Like us on Facebook and follow us on Instagram using the hashtag #100Women.,The first African woman to command a navy vessel has recently been appointed in South Africa.
"Passenger Kris Goodman, 30, was travelling on the bus with his five-year-old daughter when the incident happened at about 20:30 on Monday. He said two teenagers, one armed with a machete more than a foot long, targeted the bus in Alexandra Parade. Other vehicles were also said to have been targeted. Several police vehicles and a helicopter were seen in neighbouring Roystonhill following the incident. A Police Scotland spokesman said two men were arrested on Monday night.",Two men have been arrested in connection with reports that a teenager armed with a machete attacked a bus in the east end of Glasgow.
"Ein Fahrer in Rheinland-Pfalz hat sein Auto betankt und es danach an der Zapfsäule vergessen. Der 41-Jährige habe Getränke gekauft, bezahlt und sei dann gegangen, teilte die Polizei am Dienstag mit. Als er etwa drei Stunden später immer noch nicht zurück war, wandte sich die Tankstellenpächterin an die Polizei in Kaiserslautern. Die fand heraus, dass das Auto zu einer Firma in der Nähe gehörte. Dank eines Mitarbeiterausweises im Auto war der 41-Jährige schnell aufgespürt. Den Beamten erklärte er, er gehe normalerweise zu Fuß zur Tankstelle, um sich etwas zu kaufen.",Nach dem Tanken hat ein Fahrer sein Auto aus Versehen an der Zapfsäule stehenlassen.
"The fire on 1 January destroyed the nursery and infant classrooms at Coed Eva Primary School, Cwmbran. The teenager, together with six others, was arrested on suspicion of arson with intent to endanger life. The others, two aged 15, two aged 19, a 16-year-old and a 21-year-old, were released without charge last month. A reward of up to ??5,000 is being offered by Crimestoppers for information about the fire that leads directly to an arrest and conviction.",A 15-year-old boy who was arrested following an arson attack on a Torfaen school has been released without charge.
"Rail electrification is already going ahead in south Wales but no decision has yet been made on the north. The Wales Office and Welsh government are working with businesses to make the case for the investment needed for the project to get the go-ahead. But Mr Osborne said a decision would be affected by the HS2 project and a rail hub possibly being created in Crewe. Electrification means faster and more reliable services which help businesses and their workers who commute. Welsh Secretary Stephen Crabb also said electrification could be a game-changer and could happen in the longer-term. Speaking on a visit to Denbighshire, Mr Osborne said: Lets make the decision first on HS2 because that new rail hub at Crewe will be crucial for north Wales and it's crucial for the investments we're making in the north Wales economy.","There is a ""really strong case"" for the electrification of the north Wales rail lines, Chancellor George Osborne said."
"Khalid Mohamed Omar Ali, 27, was arrested on suspicion of offences under the Terrorism Act and possession of offensive weapons on 27 April. He was detained as part of an intelligence-led operation after a concerned family member is believed to have contacted the police. Police said he remains in custody and can be questioned until 11 May. It comes after a warrant of further detention was granted at Westminster Magistrates' Court on Wednesday. Mr Ali is thought to be a UK national - but born overseas - and to have gone to school in Tottenham, north London. He was arrested in Parliament Street, at the junction with Parliament Square, following a stop and search as part of an ongoing operation, police said.",Police have been granted another week to question a terror suspect arrested near the Houses of Parliament.
"The adaptation of books by Diana Gabaldon tells the story of Claire Randall, a WW2 nurse swept back in time from 1945 to 18th Century Scotland. It stars Caitriona Balfe and Sam Heughan and had been available on Amazon Prime, but has now been bought up for More4. Channel 4 said the first season would begin airing later this month. The show has garnered fans worldwide as well as Bafta Scotland and Critics Choice awards. It follows the story of Claire after she falls back in time to become caught up in a Jacobite Rising and the Battle of Culloden. Diana Gabaldon said she had been influenced by her visits to the battlefield near Inverness in the writing of her Outlander books. The US show has built its own private film studio at Wardpark in Cumbernauld, North Lanarkshire, prompting calls to improve studio production in Scotland.",Hit Scottish time-travel drama Outlander has been given a slot on UK television for the first time.
"Mark Francois spielte politisch keine Rolle in Großbritannien, bis ihn das Brexit-Chaos in erstaunliche Höhen spülte. Von einem Hinterbänkler, der die EU jetzt von innen zerstören will. Er hat einiges gemeinsam mit der Frau, die er verachtet: Wenn die Premierministerin im Unterhaus minutenlang ausgelacht und verhöhnt wird, dann senkt Theresa May bisweilen ihren Kopf. Scheinbar demütig blickt sie für ein, zwei, drei Sekunden auf die Maserung der historischen Dokumentenkiste aus Neuseeland, die auf dem Podest vor ihr aufgebaut ist, hebt dann den Blick und schaut schräg hinauf in den Saal, schüttelt den Kopf, und schweigt. Und dann macht sie punktgenau da weiter, wo sie aufgehört hatte.","Mark Francois spielte politisch keine Rolle in Großbritannien, bis ihn das Brexit-Chaos in erstaunliche Höhen spülte. Von einem Hinterbänkler, der die EU jetzt von innen zerstören will."
"Arthur Howard, 74, and his 75-year-old wife Emma, from East Kilbride, South Lanarkshire, had the winning ticket for the Mega Friday draw on 29 January. Mr Howard said he went into complete shock after phoning the claims line and hearing the words Congratulations, you're a millionaire. He now plans to trade in his taxi for a new Audi car. Mr Howard said: It has taken a while to sink in, I even had to phone the claim line twice just to make sure it was the real thing. When I first phoned and heard the words 'congratulations you're a millionaire' I went in to complete shock and told the call handler I would have to hang up and give her a call back. Mr Howard added: My youngest son came over to me as he was worried something was wrong as all the colour had drained from my face. I told him and he wouldn't believe me so we called the claim line back, putting it on loud speaker this time, and she said it again 'you are a millionaire'. It really was quite something.",A Scottish couple are celebrating after winning £1m and all-expenses paid break to Dubai in a EuroMillions draw.
"Ein schwächerer Preisanstieg bei Energie hat die Inflation in der Euro-Zone im Dezember unter die Zielmarke der Europäischen Zentralbank (EZB) rutschen lassen. Die Verbraucherpreise erhöhten sich im Dezember binnen Jahresfrist um 1,6 Prozent. Im November hatte die Inflationsrate mit 1,9 Prozent noch im Zielbereich der EZB gelegen; die Notenbank sieht knapp zwei Prozent als Idealwert für die Wirtschaft an. Zwar sorgte Energie weiterhin für den stärksten Preisauftrieb, doch die Preise stiegen hier mit 5,4 Prozent deutlich geringer als noch im November mit 9,1 Prozent. Da zuletzt auch die Konjunkturdaten merklich schwächer ausfielen, haben viele Volkswirte inzwischen ihre Prognosen für die Zinswende deutlich nach hinten verschoben. An der Börse wird damit nicht mehr vor 2020 gerechnet.","Die Verbraucherpreise erhöhten sich im Dezember binnen Jahresfrist nur noch um 1,6 Prozent."
The incident happened at about 15:30 BST on Friday on the Albertbridge Road. The man who died was Patrick McDermott from east Belfast. Police have appealed for information in relation to the incident.,A 79-year-old man has died after being struck by a lorry in east Belfast.
is there an english idiom for your silence implies your consent?,"The following are English idioms for ""your silence implies your consent""; ""silence is acquiescence"", ""unless I hear otherwise"", ""Silence is consent"", ""silence implies consent"", ""silence is assent"", ""Speak now or forever hold your peace"", ""Silence gives consent"", ""Without objection"", and ""He who is silent consents""."
"Ross Underwood, 30, was last seen at HMP Springhill at Grendon Underwood on Sunday during 08:00 BST roll call. Underwood is described as white, well built with green eyes and short cropped hair. Police said the man, who has links to Northamptonshire and Leeds, should not be approached directly. Det Insp Joe Banfield, from Thames Valley Police, said: We are keen to speak to anyone who may know the whereabouts of this man and can provide us with information about his movements.","A convict serving a seven year sentence for robbery has absconded from an open prison in Buckinghamshire ""by unknown means"", police said."
"The 23-year-old arrived on trial with the Dingwall club last month following his release from Go Ahead Eagles in the second tier of Dutch football. Having started his career at NAC Breda, he will provide competition for Liam Boyce, Brian Graham and Craig Curran. Curran has not featured since suffering a head injury in late August. Boyce is the Staggies' leading scorer with 11 goals, while Graham has netted once during the current campaign.","Ross County have signed former Netherlands Under-21 striker Alex Schalk until the end of the season, subject to international clearance."
"About 76 properties at Lakeminster Park, near Beverley, were granted planning permission as holiday homes. Retrospective permission for people to live there all year-round was refused in 2012 by East Riding Council. That decision was upheld at an inquiry in 2013 but an error by a planning inspector meant the government ordered a new inquiry. The planning inspector had failed to take into account the National Planning Framework. East Riding of Yorkshire Council said its refusal of planning permission and enforcement notices remain in force. More than 120 people will no longer be able to live in the chalets permanently if the fresh inquiry rules in the council's favour. The new inquiry is expected to last up to 12 days.",A second inquiry into the future of people living in holiday chalets all year round in East Yorkshire has begun.
His success belongs to his new try . ,His success is because of his new endeavor . 
Saturday Premiership Inverness CT 2-1 Hamilton Academical Celtic 4-1 St Johnstone Kilmarnock 0-1 Dundee Motherwell 0-1 Ross County Championship Dumbarton 0-1 Falkirk Greenock Morton 1-1 Dundee United Hibernian 1-1 St Mirren Queen of the South 0-1 Dunfermline Athletic Raith Rovers 2-1 Ayr United Sunday's Premiership previews Partick Thistle v Rangers (12:15) Hearts v Aberdeen (15:00),Match reports from Saturday's Scottish Premiership and Championship games.
"what is the english equivalent to the chinese/japanese saying, “塞翁失馬— life is like old sai’s horse”?","The expressions ""Ups and downs come to mind, rises and falls of fortune"" and simply ""Good and bad times"" metaphorically illustrate life's variable fortunes.  
Phrases such as ""You have to take the rough with the smooth"", ""Accept difficult as well as easy times"" and ""Don't give up on your business just because you lost money this month"" encourage perseverance and acceptance of life's challenges.  
The concept of ""Unanswered Prayers"" conveys the idea that not getting what you initially desired might lead to better outcomes.  
Similarly, ""One door closes, another opens"" suggests that new opportunities arise from closed avenues.  
The proverb ""Life is swings and roundabouts"" implies that life's losses and gains eventually balance out, as does ""what you lose on the swings, you gain on the roundabouts "". 
To express how random life is, you could use the phrase ""Life is like a box of chocolates"" from the film Forrest Gump.  
An experience may turn out to be a ""blessing in disguise,"" portraying misfortune that later results in a favorable situation.  
The notion ""Fortune is a wheel"" depicts life's cyclic nature of experiencing highs and lows.  
""Every cloud has a silver lining"" offers a hopeful perspective that within negative circumstances there is potential for a positive outcome.  
Expressions like ""The Lord giveth and the Lord taketh away,"" ""Such is life,"" or ""That's life"" embody the inevitability of life's fluctuating experiences.  
The phrase ""You win some, you lose some"" is an acknowledgement of life's unpredictable outcomes.  
Similarly, ""God sends good luck and God sends bad"" denotes the randomness of fortune as do ""You never know your luck"" and ""Fortune is weary to carry the same man always"".   
The adage to ""take the bad with the good"" champions the idea of embracing all aspects of life.  
Finally, ""Sometimes you eat the bear, and sometimes the bear eats you"" reflects the unpredictable and dual nature of life experiences. 
Other phrases include, ""One man's spoon's made of silver, another's of wood"" and ""What's poison for one man's another man's balm""."
"Former Grimsby boss Hurst was appointed on 24 October, with the Shropshire club at the bottom of the table. After beating Oxford, losses to Sheffield United and Fleetwood plus a 0-0 draw at home to Port Vale have seen Hurst's side return to bottom spot. Sometimes you need a bit of a joker, he told BBC Radio Shropshire. I'm a believer you can have fun while working hard still. They're a quiet group. I don't know if they feel they're still getting to know me, but I want a bit more from them. Characters - that's what you sometimes need. I don't want them to feel down. Shrewsbury host fellow third-tier side Fleetwood in the FA Cup second round on Saturday.","Shrewsbury Town manager Paul Hurst has urged his squad to have more fun and lighten up, in a bid to help their League One relegation battle."
"Greater Manchester Police said the corrosive liquid hit a man and a woman in the eyes on Ashton Old Road, Openshaw, Manchester on Friday evening. Shortly afterwards, bleach was thrown at a second man on the same road by a passenger in a silver Ford Fiesta heading towards Audenshaw. Police said those affected were lucky to escape serious injury. Insp Cherie Dunn, of Greater Manchester Police, said: I am so thankful that none of the victims of these senseless attacks has been seriously injured. We could easily have been dealing with life-changing injuries. Anyone thinking that throwing bleach at people is funny or that a crime like this does not have consequences couldn't be more wrong. The victim's here were lucky. Bleach attacks could have had catastrophic consequences.",A pregnant woman was among three people targeted when bleach was thrown from a car in two separate attacks.
"The 51-year-old Welshman was only appointed in May, but the club are 16th in the table after Saturday's 4-0 home defeat by Swindon Town. Saunders lost 11 of his 20 league games in charge, and the Spireites are only four points above the relegation zone. Chairman Dave Allen said: We will not be rushed into making a decision on a new manager. Chesterfield's last league victory was a 3-0 win over Southend on 20 October, and they have lost their last four games. Saunders succeeded Paul Cook as Spireites manager, signing a two-year contract. Cook had guided the Derbyshire side to the League One play-offs, where they lost to Preston, before leaving to take over at Portsmouth. Former Wales international Saunders had previously managed Wrexham, Doncaster Rovers and Wolves, and ended last season in interim charge of Crawley Town, but was unable to stop them being relegated to League Two.",League One side Chesterfield have parted company with boss Dean Saunders after just six months in charge.
"Prof Trevor Purt was suspended from Betsi Cadwaladr University Health Board (BCUHB) after it was put into special measures. BCUHB ran the much-criticised Tawel Fan ward at Glan Clwyd Hospital, Denbighshire, which closed in 2013. A health and care union boss said the move would do nothing to address deep-seated problems at the board. Jon Restell, chief executive of the Managers in Partnership (MiP) union, said: This will only create more instability, which is not in the patients' interests. A report found there was institutional abuse at the Tawel Fan mental health unit, where patients were allegedly treated like animals in a zoo. Deputy chief executive of the Welsh NHS Simon Dean was appointed as interim head of the board on Tuesday.","The suspension of the chief executive of a troubled health board is ""short-sighted"", a union boss has said."
"Im Ausland lebende Deutsche dürfen bei der Europawahl am 26. Mai ihre Stimme für die hierzulande antretenden Kandidaten nur abgeben, wenn sie in Deutschland in einem Wählerverzeichnis eingetragen sind. Wer nicht mehr in Deutschland für eine Wohnung gemeldet ist, muss den Eintrag ins Wählerverzeichnis rechtzeitig beantragen, wie Bundeswahlleiter Georg Thiel mitteilte. Das notwendige Formular ist auf der Internetseite des Bundeswahlleiters (www.bundeswahlleiter.de) zu finden. Vordrucke des Antrags sollen zudem von Mitte Februar an bei den diplomatischen Vertretungen Deutschlands im Ausland sowie bei den Stadt- und Kreiswahlleitungen und beim Bundeswahlleiter erhältlich sein. Der Antrag auf Eintragung in das Wählerverzeichnis muss persönlich und handschriftlich vom Antragsteller unterschrieben und der zuständigen Gemeinde im Original spätestens bis zum 5. Mai übermittelt werden. Per E-Mail oder Fax darf der Antrag nicht übersandt werden ().",wenn sie in Deutschland in einem Wählerverzeichnis eingetragen sind. Was man da tun muss.
"Something Father Simon Lokodo, the country's ethics minister, intends to stop. Find out more The legendary South African jazz trumpeter, who is on tour with his friend of 53 years pianist Larry Willis, tells the BBC about his early music days. Find out more The Indomitable lioness helped Cameroon thrash Ecuador 6-0 at the women's tournament in Canada on Tuesday. Find out more Their tipple of choice is naturally fermented palm wine, produced by raffia palm trees. Find out more He was seen teeing-off at a golfing event on Friday ahead of the African Union heads of state meeting. Find out more",Some of the quirkier snippets from the news in Africa that we did not know last week:
"Edward James, 75, was convicted of fraudulent trading at Crown Currency Exchange, where he was a director. He used new customer cash to pay off old clients for two years, Southwark Crown Court was told. More than 12,000 people were left £20m out of pocket after the Cornwall-based firm collapsed in October 2010. Three other people involved in the scam were jailed in June. Crown Currency director Peter Benstead, 72, killed himself during the trial. Benstead spent customer cash on a £900,000 luxury house in Penzance, a second home in the Dordogne and spent £36,000 on a seven week cruise. Jurors were told James, who stood down as Tory chairman of Mendip District Council in the wake of the allegations, knew the dire state of the company. Judge Michael Gledhill said James' public service to Glastonbury as mayor in 2009, paled into insignificance in comparison to his role in the frauds.",A former mayor of Glastonbury has been jailed for 42 months for his involvement in a foreign currency exchange scam.
where on earth is penguin from?,"There are three suggested origins of the ""penguin"": Welsh ""pen gwyn"", meaning ""white head""; a derivative of Latin ""pinguis"", meaning ""fat""; and English ""pin wing"". 
Penguin might also be an Italian loanword.  
The Italian adjective ""Pingue"" is used to describe a person, a part of the human body or an animal that is covered with an abundant layer of adipose tissue, that is to say someone or something extremely fat."
"Gordon Thompson, of Waddon Road, Croydon, was charged with arson with intent to endanger life and arson. He was also charged with two counts of burglary and one count of violent disorder in the town centre. He was remanded in custody to appear at Croydon Magistrates' Court on Monday. A man aged 21 and 15-year-old boy have already been arrested over the fire. They have been released on bail. A 25-year-old man who was arrested on Wednesday was later released without charge. Violence erupted in Croydon on Monday night after two nights of trouble in other parts of the capital. Demolition has begun on the 150-year-old furniture store in south London. The Reeves family, who owned House of Reeves Furniture, hired a demolition crew so the remains of their ruined furniture store could be cleared.",A 33-year-old man has been charged with starting a fire which destroyed the Reeves Furniture Store in Croydon.
"The blaze broke out at Coed Eva Primary School, in Cwmbran, at about 02:25 GMT on New Year's Day. Most pupils returned on Monday, though nursery children will have to wait until 25 January when temporary classrooms will have been installed. Six people, including four teenage boys, arrested in connection with the fire have been released on bailed.",An infants and nursery school in Torfaen has reopened 10 days after it was gutted by fire.
"I would spend as much time as I want , if I like the visiting place . ","I would spend as much time as I want , if I like visiting the place . "
They have a broader spectrum of ideas that they can develop into competences throughout their student life . ,They have a broader spectrum of ideas that they can develop into competences throughout their student life . 
"CCTV images of Francesca Galelli and Molly Curtis, both 13, were circulated by Cambridgeshire Police. But the force issued a correction after it emerged the girls were not responsible for the theft from a branch of Superdrug in Ely. Sgt Phil Priestley said police had made an innocent mistake. He said: We always want to be clear and transparent if we get things wrong, and we definitely want to ensure that people know that Francesca and Molly are good people from lovely families, and this wasn't their fault. Cambridgeshire Police have revised district CCTV policies to prevent such mistakes from happening in future.","Two ""completely innocent"" teenage girls who were wrongly identified on police social media as prime suspects in a shop theft have received an apology."
In a market economy the price must reflect costs of the product and consumer 's willingness to buy the product . ,"In a market economy , the price must reflect the cost of the product and the consumer 's willingness to buy the product . "
"When I was a senior high school student , I spend all of my time studying textbooks for the tests . ","When I was a senior high school student , I spent all of my time studying textbooks for the tests . "
"The 39-year-old died at the scene shortly after police had arrived at the house in Cheadle Road, Cheadle Hulme, at about 19:40 BST on Monday. A man, 39, was later arrested on suspicion of murder and Greater Manchester Police said they were not looking for anyone else. Our thoughts go out to the family of the woman, Det Supt Tony Creely said. He appealed for witnesses or anyone with information which could help us with our investigation to contact police. The investigation is in its very early stages, however, we are not looking for anyone else in connection with the murder, Det Supt Creely added.",A murder inquiry has begun after a woman was found with fatal stab wounds at a house in Greater Manchester.
I think that it is not always fair because not all the students work in the same way and with the same responsibility . ,"I think that it is not always fair , because not all students work in the same way and with the same amount of responsibility . "
"After this effort , many companies in the world startet actions to get this ecocertify . ","After this effort , many companies in the world started to take action to get this eco-certification . "
what is the difference between a music group and a band?,"Generally, ""group"" tends to describe any assembly of music performers, while ""band"" specifically indicates individuals who play musical instruments. 
However, there isn't a strict distinction between the two, as the term 'group' has also commonly referred to musical ensembles, especially outside of the music industry and among casual observers, even as 'band' carries a bit more 'street cred'. 
Moreover, a 'group' might focus primarily on vocals, possibly including performers who just sing or incorporate dance without playing instruments.  
In contrast, the term 'band' often implies a combination of instrumental and vocal performance.  
Despite the origins of the words being different, they are currently used interchangeably in many contexts. 
Yet, the term 'band' suggests that its members play instruments, thus not all groups can be categorized as bands. 
Additionally, a ""group"" is perceived to represent a professional relationship among its members, whereas a ""band"" may suggest a more casual and emotionally bonded association."
whats the opposite for steep learning curve?,"There are various expressions to describe an easier learning experience, including a ""gentle learning curve"", ""gradual learning curve"", ""mild learning curve"", ""smooth learning curve"", ""flat learning curve"", and that ""gentle"" is a suitable antonym for ""steep"". 
Additionally, phrases like ""minimal learning curve"", ""soft learning curve"", ""no learning curve"", and ""light learning curve"", along with ""level learning curve"", have been suggested to convey similar meaning."
"Rente? Ach hör auf, deprimierendes Thema... Viele Frauen finden Arbeit in Teilzeit super und verdrängen, dass ein Großteil von ihnen später nicht genug zum Leben haben wird. Genug damit, nehmt Eure Finanzen endlich in die Hand! Es sind Zahlen, die sprachlos machen. Im Dezember hat das Delta-Institut für Sozial- und Ökologieforschung im Auftrag des Bundesfamilienministeriums eine Umfrage veröffentlicht, die zeigt: 68 Prozent aller teilzeitbeschäftigten Frauen wissen, dass sie von ihrer eigenen Rente später nicht leben können. In Teilzeit arbeiten sie dennoch, die meisten finden das trotz der Aussicht auf Abhängigkeit oder gar Armut im Alter super. Ein Viertel der Frauen sagte, dass sie sich mit ihrer Rente nicht mehr befassen, weil sie das Thema zu sehr deprimiert. Wenn es ums Geld geht, agieren viele Frauen auch heute noch erschreckend passiv.","Rente? Ach hör auf, deprimierendes Thema... Viele Frauen finden Arbeit in Teilzeit ""super"" und verdrängen, dass ein Großteil von ihnen später nicht genug zum Leben haben wird. Genug damit, nehmt Eure Finanzen endlich in die Hand!"
"Ein Bundeswehrmitarbeiter hat offenbar über Jahre hochgeheimes Material an den iranischen Geheimdienst verraten. Die Bundesanwaltschaft teilte in Karlsruhe mit, der am Dienstag im Rheinland festgenommene Deutsch-Afghane Abdul Hamid S. sei dringend verdächtig, Erkenntnisse an einen iranischen Geheimdienst weitergegeben zu haben. Der Beschuldigte sei Sprachauswerter und landeskundlicher Berater der Bundeswehr. In dieser Eigenschaft soll er Erkenntnisse an einen iranischen Nachrichtendienst weitergegeben haben, heißt es in einer Pressemitteilung der Bundesanwaltschaft. Der Beschuldigte werde heute dem Ermittlungsrichter vorgeführt. Der Spiegel hatte als erstes Medium darüber berichtet. Im Rahmen seiner Tätigkeit bei der Bundeswehr habe S. Zugang zu sensiblen Informationen gehabt, heißt es in dem Bericht, etwa zum Einsatz der Truppe in Afghanistan - womöglich aber auch zu anderen Gegenständen von Interesse für deutsche Sicherheitsbehörden.",Der Beschuldigte war als Sprachauswerter und landeskundlicher Berater für die Bundeswehr tätig. In dieser Funktion soll er Erkenntnisse an einen iranischen Geheimdienst weitergegeben haben.
"An der Realschule in Rottenburg (Kreis Tübingen) dürfen Schüler nicht mehr in Jogginghosen zur Schule kommen. Wir kleiden uns in der Schule angemessen. Unsere schulische Kleidung unterscheidet sich von unserer Freizeitkleidung, heißt es in der neuen Schulordnung. Auch Käppis sind nicht erlaubt. Neben der Bekleidung regelt die Schulordnung auch, dass aus Gründen der Müllvermeidung Kaugummis und Knabberwaren verboten sind. Auch der Konsum von Energydrinks ist nicht gestattet - um den Lernerfolg nicht zu behindern.",Eine Realschule verschärft ihre Kleiderordnung. Auch tabu: Kaugummi und Energydrinks.
"The Ministry of Justice and the Wales Office said a total of £30m will also be spent on local businesses as the new £250m prison is built. They said £1.1m had already been committed to companies in north Wales. Work started on the prison at Wrexham industrial estate in September and is due to be completed in 2017. With 2,000 inmates it will be the UK's largest. It is being built on the site of the former Firestone tyre factory. The construction company Lend Lease, which has been selected to build the prison, is holding a meeting to determine how best to deliver its promises to the community during the construction. The commitments include 100 new apprenticeships and 500 work placement days per year.","The ""super-prison"" being built in Wrexham will bring £23m a year to the local economy and 1,000 jobs."
"Alan Bennett, of Lingholme, Redcar, was at Teesside Magistrates' Court for the short hearing during which he confirmed his name and address. He is accused of murdering Lynne Freeman, 46, and 30-year-old Jodie Betteridge, on Wednesday evening. He was remanded in custody and will appear at Teesside Crown Court on 29 March. Police were called to Mapleton Crescent, where Mrs Freeman lived on Wednesday evening, then seven minutes later to Ms Betteridge's address in Byland Close. Ms Freeman's children Sarah Helm, 28, James Helm, 27, Kimberley Helm, 25 and Lauren Freeman, 18, previously said in a statement: We shouldn't have to be writing a tribute to our mother who was taken from us so early. She should still be here to watch her four kids and grandkids grow. In tribute to Ms Betteridge, Theresa Largan, 51, said: Jodie lived for her kids. I don't think I ever saw her on her own, she always had the tribe with her.",A man has appeared in court accused of murdering two women within minutes of each other in separate attacks.
But it is very different from that one in the passage . ,But it is very different from that one in the passage . 
"Swansea's 5-0 defeat at Tottenham and Sunderland's win over champions Leicester City means Bob Bradley's side are bottom of the league. Sunderland are two points ahead of Swansea in the relegation zone and visit the Liberty Stadium on Saturday. It's one of the most important games of the season, said Amat. We have to learn from [the Spurs game] and be ready for next week because it's a final. Media playback is not supported on this device Saturday's heavy defeat at White Hart Lane ended Swansea' two match unbeaten run which had seen them draw 1-1 at Everton and beat Crystal Palace 5-4. After facing Sunderland, the Swans travel to West Brom and Middlesbrough and then have back-to-back home games against West Ham United and Bournemouth. I believe we've got a strong team and we need to be better, Amat added. In the last two games we were playing good - the idea was clear. We need to come back like the last two weeks. This month is so important for us.","Swansea City defender Jordi Amat says their home game against Premier League relegation rivals Sunderland will be like a ""final."""
is as of late correct grammar?,"I can find no reputable dictionary that accepts ""as of late"". 
The expression you want is ""of late"" meaning recently or lately, or ""as of"" [specific time]"". 
""As of late"" is an uneducated muddling of the two."
People feel more secure and comfortable to tarvel with their own car rather that changing several public transportation vehicles and reach their destination far later that they would desire . ,People feel more secure and comfortable traveling with their own car rather that taking several public transportation vehicles and reaching their destination far later that they would have desired . 
"The girls ate othalanga, a local fruit, at the Water Sports Centre in southern Kerala state, reports said. The girls, all rowers, were allegedly being harassed by senior athletes and their trainer, their families allege. The government-run Sports Authority of India which runs the centre has ordered an inquiry into the incident. They had left behind a suicide note. The jurisdictional magistrate has also recorded the statement of one of them. The police investigation is also on, SAI (Sports Authority of India) director general Injeti Srinivas told reporters in Delhi. SAI official G Kishore, who has been asked to conduct the inquiry, told BBC Hindi's Imran Qureshi that the condition of one of the girls admitted to hospital was critical while the other two were out of danger. The athletes were taken to hospital on Wednesday evening after they were found unconscious in a room of their hostel.",A 15-year-old Indian athlete has died and three others are in hospital after allegedly consuming poisonous fruit in what is suspected to be a suicide pact.
what causes the pronunciation nucular?,"The shift from ""nuclear"" to ""nucular"" can be attributed to a natural linguistic process where the unusual and disfavored sequence [kli.ər] is gradually transformed to a more acceptable configuration via metathesis.  
This alteration of pronunciation might be an adaptation of an isolated make-up, to align with a more prevalent pattern."
The definication yong or older is not apparent . ,The definication yong or older is not apparent . 
